week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2025-01-06,P002,S025,North,103,3940.78,0,,0.0
2025-01-06,P002,S026,South,103,3940.78,0,,0.0
2025-01-06,P002,S027,East,109,4170.34,0,,0.0
2025-01-06,P002,S028,West,124,4507.03,1,Display Feature,5.0
2025-01-06,P002,S029,North,76,2907.76,0,,0.0
2025-01-06,P002,S030,South,119,4552.94,0,,0.0
2025-01-06,P003,S001,North,95,3159.7,0,,0.0
2025-01-06,P003,S002,South,98,3259.48,0,,0.0
2025-01-06,P003,S003,East,121,4024.46,0,,0.0
2025-01-06,P003,S004,West,119,3957.94,0,,0.0
2025-01-06,P003,S005,North,74,2461.24,0,,0.0
2025-01-06,P003,S006,South,124,3266.4,1,Price Cut,20.8
2025-01-06,P003,S007,East,97,3226.22,0,,0.0
2025-01-06,P003,S008,West,129,3616.93,1,Price Cut,15.7
2025-01-06,P003,S009,North,94,3126.44,0,,0.0
2025-01-06,P003,S010,South,112,3725.12,0,,0.0
2025-01-06,P003,S011,East,116,3858.16,0,,0.0
2025-01-06,P003,S012,West,116,3858.16,0,,0.0
2025-01-06,P003,S013,North,75,2494.5,0,,0.0
2025-01-06,P003,S014,South,157,5216.6,1,Display Feature,0.1
2025-01-06,P003,S015,East,82,2727.32,0,,0.0
2025-01-06,P003,S016,West,96,3192.96,0,,0.0
2025-01-06,P003,S017,North,85,2827.1,0,,0.0
2025-01-06,P003,S018,South,110,3658.6,0,,0.0
2025-01-06,P003,S019,East,123,4090.98,0,,0.0
2025-01-06,P003,S020,West,93,3093.18,0,,0.0
2025-01-06,P003,S021,North,92,3059.92,0,,0.0
2025-01-06,P003,S022,South,93,3093.18,0,,0.0
2025-01-06,P003,S023,East,105,3492.3,0,,0.0
2025-01-06,P003,S024,West,93,3093.18,0,,0.0
2025-01-06,P003,S025,North,103,3425.78,0,,0.0
2025-01-06,P003,S026,South,106,3525.56,0,,0.0
2025-01-06,P003,S027,East,124,4124.24,0,,0.0
2025-01-06,P003,S028,West,78,2594.28,0,,0.0
2025-01-06,P003,S029,North,84,2793.84,0,,0.0
2025-01-06,P003,S030,South,98,3259.48,0,,0.0
2025-01-06,P004,S001,North,110,3061.3,0,,0.0
2025-01-06,P004,S002,South,104,2894.32,0,,0.0
2025-01-06,P004,S003,East,104,2894.32,0,,0.0
2025-01-06,P004,S004,West,137,3641.14,1,Display Feature,4.5
2025-01-06,P004,S005,North,87,2421.21,0,,0.0
2025-01-06,P004,S006,South,101,2810.83,0,,0.0
2025-01-06,P004,S007,East,88,2449.04,0,,0.0
2025-01-06,P004,S008,West,106,2949.98,0,,0.0
2025-01-06,P004,S009,North,108,3005.64,0,,0.0
2025-01-06,P004,S010,South,98,2727.34,0,,0.0
2025-01-06,P004,S011,East,99,2755.17,0,,0.0
2025-01-06,P004,S012,West,121,3367.43,0,,0.0
2025-01-06,P004,S013,North,100,2783.0,0,,0.0
2025-01-06,P004,S014,South,103,2866.49,0,,0.0
2025-01-06,P004,S015,East,90,2504.7,0,,0.0
2025-01-06,P004,S016,West,131,3645.73,0,,0.0
2025-01-06,P004,S017,North,110,3061.3,0,,0.0
2025-01-06,P004,S018,South,90,2504.7,0,,0.0
2025-01-06,P004,S019,East,119,2523.57,1,Price Cut,23.8
2025-01-06,P004,S020,West,120,3339.6,0,,0.0
2025-01-06,P004,S021,North,85,2365.55,0,,0.0
2025-01-06,P004,S022,South,108,3005.64,0,,0.0
2025-01-06,P004,S023,East,107,2939.1,1,Display Feature,1.3
2025-01-06,P004,S024,West,110,3061.3,0,,0.0
2025-01-06,P004,S025,North,164,3683.24,1,Bundle,19.3
2025-01-06,P004,S026,South,108,3005.64,0,,0.0
2025-01-06,P004,S027,East,125,3478.75,0,,0.0
2025-01-06,P004,S028,West,157,2149.7,1,BOGO,50.8
2025-01-06,P004,S029,North,123,3423.09,0,,0.0
2025-01-06,P004,S030,South,110,3061.3,0,,0.0
2025-01-06,P005,S001,North,82,7432.48,0,,0.0
2025-01-06,P005,S002,South,79,7160.56,0,,0.0
2025-01-06,P005,S003,East,127,11511.28,0,,0.0
2025-01-06,P005,S004,West,100,9064.0,0,,0.0
2025-01-06,P005,S005,North,83,7523.12,0,,0.0
2025-01-06,P005,S006,South,109,9879.76,0,,0.0
2025-01-06,P005,S007,East,82,7432.48,0,,0.0
2025-01-06,P005,S008,West,103,9335.92,0,,0.0
2025-01-06,P005,S009,North,79,7160.56,0,,0.0
2025-01-06,P005,S010,South,96,8701.44,0,,0.0
2025-01-06,P005,S011,East,104,9426.56,0,,0.0
2025-01-06,P005,S012,West,94,8520.16,0,,0.0
2025-01-06,P005,S013,North,105,9517.2,0,,0.0
2025-01-06,P005,S014,South,111,10061.04,0,,0.0
2025-01-06,P005,S015,East,77,6979.28,0,,0.0
2025-01-06,P005,S016,West,109,9879.76,0,,0.0
2025-01-06,P005,S017,North,110,9970.4,0,,0.0
2025-01-06,P005,S018,South,105,9517.2,0,,0.0
2025-01-06,P005,S019,East,100,9064.0,0,,0.0
2025-01-06,P005,S020,West,93,8429.52,0,,0.0
2025-01-06,P005,S021,North,96,8701.44,0,,0.0
2025-01-06,P005,S022,South,149,10169.54,1,Price Cut,24.7
2025-01-06,P005,S023,East,114,10095.3,1,Display Feature,2.3
2025-01-06,P005,S024,West,97,8792.08,0,,0.0
2025-01-06,P005,S025,North,111,10061.04,0,,0.0
2025-01-06,P005,S026,South,99,8973.36,0,,0.0
2025-01-06,P005,S027,East,173,8483.27,1,BOGO,45.9
2025-01-06,P005,S028,West,104,9426.56,0,,0.0
2025-01-06,P005,S029,North,116,10514.24,0,,0.0
2025-01-06,P005,S030,South,117,10604.88,0,,0.0
2025-01-06,P006,S001,North,97,11244.24,0,,0.0
2025-01-06,P006,S002,South,120,13910.4,0,,0.0
2025-01-06,P006,S003,East,117,13562.64,0,,0.0
2025-01-06,P006,S004,West,125,14490.0,0,,0.0
2025-01-06,P006,S005,North,89,10316.88,0,,0.0
2025-01-06,P006,S006,South,87,10085.04,0,,0.0
2025-01-06,P006,S007,East,133,15201.52,1,Display Feature,1.4
2025-01-06,P006,S008,West,115,13330.8,0,,0.0
2025-01-06,P006,S009,North,97,11244.24,0,,0.0
2025-01-06,P006,S010,South,97,11244.24,0,,0.0
2025-01-06,P006,S011,East,88,10200.96,0,,0.0
2025-01-06,P006,S012,West,149,17151.18,1,Display Feature,0.7
2025-01-06,P006,S013,North,74,8578.08,0,,0.0
2025-01-06,P006,S014,South,111,12764.18,1,Display Feature,0.8
2025-01-06,P006,S015,East,85,9853.2,0,,0.0
2025-01-06,P006,S016,West,79,9157.68,0,,0.0
2025-01-06,P006,S017,North,91,10548.72,0,,0.0
2025-01-06,P006,S018,South,160,15598.2,1,Price Cut,15.9
2025-01-06,P006,S019,East,121,14026.32,0,,0.0
2025-01-06,P006,S020,West,100,11592.0,0,,0.0
2025-01-06,P006,S021,North,106,12287.52,0,,0.0
2025-01-06,P006,S022,South,115,13330.8,0,,0.0
2025-01-06,P006,S023,East,112,12983.04,0,,0.0
2025-01-06,P006,S024,West,120,13910.4,0,,0.0
2025-01-06,P006,S025,North,90,10432.8,0,,0.0
2025-01-06,P006,S026,South,197,18543.03,1,Bundle,18.8
2025-01-06,P006,S027,East,112,12983.04,0,,0.0
2025-01-06,P006,S028,West,105,12171.6,0,,0.0
2025-01-06,P006,S029,North,107,12403.44,0,,0.0
2025-01-06,P006,S030,South,79,9157.68,0,,0.0
2025-01-06,P007,S001,North,108,9062.28,0,,0.0
2025-01-06,P007,S002,South,85,7132.35,0,,0.0
2025-01-06,P007,S003,East,211,8834.8,1,BOGO,50.1
2025-01-06,P007,S004,West,97,8139.27,0,,0.0
2025-01-06,P007,S005,North,120,10069.2,0,,0.0
2025-01-06,P007,S006,South,87,7300.17,0,,0.0
2025-01-06,P007,S007,East,90,7551.9,0,,0.0
2025-01-06,P007,S008,West,91,7635.81,0,,0.0
2025-01-06,P007,S009,North,122,10237.02,0,,0.0
2025-01-06,P007,S010,South,77,6461.07,0,,0.0
2025-01-06,P007,S011,East,98,8223.18,0,,0.0
2025-01-06,P007,S012,West,106,8894.46,0,,0.0
2025-01-06,P007,S013,North,88,7384.08,0,,0.0
2025-01-06,P007,S014,South,121,10153.11,0,,0.0
2025-01-06,P007,S015,East,94,7887.54,0,,0.0
2025-01-06,P007,S016,West,118,9901.38,0,,0.0
2025-01-06,P007,S017,North,109,9146.19,0,,0.0
2025-01-06,P007,S018,South,98,8223.18,0,,0.0
2025-01-06,P007,S019,East,120,10069.2,0,,0.0
2025-01-06,P007,S020,West,112,9397.92,0,,0.0
2025-01-06,P007,S021,North,87,7300.17,0,,0.0
2025-01-06,P007,S022,South,112,9397.92,0,,0.0
2025-01-06,P007,S023,East,112,9397.92,0,,0.0
2025-01-06,P007,S024,West,129,10369.77,1,Display Feature,4.2
2025-01-06,P007,S025,North,99,8307.09,0,,0.0
2025-01-06,P007,S026,South,109,9146.19,0,,0.0
2025-01-06,P007,S027,East,111,9314.01,0,,0.0
2025-01-06,P007,S028,West,83,6964.53,0,,0.0
2025-01-06,P007,S029,North,114,9565.74,0,,0.0
2025-01-06,P007,S030,South,79,6628.89,0,,0.0
2025-01-06,P008,S001,North,89,10774.34,0,,0.0
2025-01-06,P008,S002,South,116,14042.96,0,,0.0
2025-01-06,P008,S003,East,102,12348.12,0,,0.0
2025-01-06,P008,S004,West,86,10411.16,0,,0.0
2025-01-06,P008,S005,North,191,11468.74,1,BOGO,50.4
2025-01-06,P008,S006,South,92,11137.52,0,,0.0
2025-01-06,P008,S007,East,149,14917.38,1,Price Cut,17.3
2025-01-06,P008,S008,West,136,13714.65,1,Bundle,16.7
2025-01-06,P008,S009,North,93,11258.58,0,,0.0
2025-01-06,P008,S010,South,112,13558.72,0,,0.0
2025-01-06,P008,S011,East,109,13195.54,0,,0.0
2025-01-06,P008,S012,West,87,10532.22,0,,0.0
2025-01-06,P008,S013,North,75,9079.5,0,,0.0
2025-01-06,P008,S014,South,116,14042.96,0,,0.0
2025-01-06,P008,S015,East,134,15443.38,1,Display Feature,4.8
2025-01-06,P008,S016,West,107,12953.42,0,,0.0
2025-01-06,P008,S017,North,112,13558.72,0,,0.0
2025-01-06,P008,S018,South,76,9200.56,0,,0.0
2025-01-06,P008,S019,East,106,12832.36,0,,0.0
2025-01-06,P008,S020,West,106,12832.36,0,,0.0
2025-01-06,P008,S021,North,100,12106.0,0,,0.0
2025-01-06,P008,S022,South,79,9563.74,0,,0.0
2025-01-06,P008,S023,East,98,11863.88,0,,0.0
2025-01-06,P008,S024,West,92,11137.52,0,,0.0
2025-01-06,P008,S025,North,178,18445.67,1,Bundle,14.4
2025-01-06,P008,S026,South,84,10169.04,0,,0.0
2025-01-06,P008,S027,East,106,12832.36,0,,0.0
2025-01-06,P008,S028,West,111,13437.66,0,,0.0
2025-01-06,P008,S029,North,123,14890.38,0,,0.0
2025-01-06,P008,S030,South,103,12469.18,0,,0.0
2025-01-06,P009,S001,North,121,4491.52,0,,0.0
2025-01-06,P009,S002,South,91,3377.92,0,,0.0
2025-01-06,P009,S003,East,118,4380.16,0,,0.0
2025-01-06,P009,S004,West,100,3712.0,0,,0.0
2025-01-06,P009,S005,North,79,2932.48,0,,0.0
2025-01-06,P009,S006,South,100,3712.0,0,,0.0
2025-01-06,P009,S007,East,101,3749.12,0,,0.0
2025-01-06,P009,S008,West,106,3934.72,0,,0.0
2025-01-06,P009,S009,North,90,3340.8,0,,0.0
2025-01-06,P009,S010,South,110,4083.2,0,,0.0
2025-01-06,P009,S011,East,148,2538.12,1,BOGO,53.8
2025-01-06,P009,S012,West,75,2784.0,0,,0.0
2025-01-06,P009,S013,North,123,3574.99,1,Price Cut,21.7
2025-01-06,P009,S014,South,114,4231.68,0,,0.0
2025-01-06,P009,S015,East,118,4380.16,0,,0.0
2025-01-06,P009,S016,West,101,3749.12,0,,0.0
2025-01-06,P009,S017,North,106,3934.72,0,,0.0
2025-01-06,P009,S018,South,147,4174.33,1,Price Cut,23.5
2025-01-06,P009,S019,East,95,3526.4,0,,0.0
2025-01-06,P009,S020,West,87,3229.44,0,,0.0
2025-01-06,P009,S021,North,121,4491.52,0,,0.0
2025-01-06,P009,S022,South,108,4008.96,0,,0.0
2025-01-06,P009,S023,East,76,2821.12,0,,0.0
2025-01-06,P009,S024,West,85,3155.2,0,,0.0
2025-01-06,P009,S025,North,82,3043.84,0,,0.0
2025-01-06,P009,S026,South,111,4120.32,0,,0.0
2025-01-06,P009,S027,East,94,3489.28,0,,0.0
2025-01-06,P009,S028,West,102,3786.24,0,,0.0
2025-01-06,P009,S029,North,93,3452.16,0,,0.0
2025-01-06,P009,S030,South,165,5052.96,1,Price Cut,17.5
2025-01-06,P010,S001,North,93,7181.46,0,,0.0
2025-01-06,P010,S002,South,133,10085.4,1,Display Feature,1.8
2025-01-06,P010,S003,East,101,7799.22,0,,0.0
2025-01-06,P010,S004,West,136,8296.52,1,Price Cut,21.0
2025-01-06,P010,S005,North,215,8151.73,1,BOGO,50.9
2025-01-06,P010,S006,South,86,6640.92,0,,0.0
2025-01-06,P010,S007,East,149,10965.01,1,Display Feature,4.7
2025-01-06,P010,S008,West,111,8571.42,0,,0.0
2025-01-06,P010,S009,North,91,7027.02,0,,0.0
2025-01-06,P010,S010,South,111,8571.42,0,,0.0
2025-01-06,P010,S011,East,87,6718.14,0,,0.0
2025-01-06,P010,S012,West,103,7953.66,0,,0.0
2025-01-06,P010,S013,North,107,8262.54,0,,0.0
2025-01-06,P010,S014,South,88,6795.36,0,,0.0
2025-01-06,P010,S015,East,112,8648.64,0,,0.0
2025-01-06,P010,S016,West,88,6795.36,0,,0.0
2025-01-06,P010,S017,North,107,8262.54,0,,0.0
2025-01-06,P010,S018,South,93,7181.46,0,,0.0
2025-01-06,P010,S019,East,96,7413.12,0,,0.0
2025-01-06,P010,S020,West,89,6872.58,0,,0.0
2025-01-06,P010,S021,North,115,8880.3,0,,0.0
2025-01-06,P010,S022,South,82,6332.04,0,,0.0
2025-01-06,P010,S023,East,98,7567.56,0,,0.0
2025-01-06,P010,S024,West,91,7027.02,0,,0.0
2025-01-06,P010,S025,North,92,7104.24,0,,0.0
2025-01-06,P010,S026,South,101,7799.22,0,,0.0
2025-01-06,P010,S027,East,110,8494.2,0,,0.0
2025-01-06,P010,S028,West,108,8339.76,0,,0.0
2025-01-06,P010,S029,North,95,7335.9,0,,0.0
2025-01-06,P010,S030,South,105,8108.1,0,,0.0
2025-01-06,P011,S001,North,211,2143.23,1,BOGO,51.7
2025-01-06,P011,S002,South,122,2565.66,0,,0.0
2025-01-06,P011,S003,East,108,2271.24,0,,0.0
2025-01-06,P011,S004,West,114,2397.42,0,,0.0
2025-01-06,P011,S005,North,87,1829.61,0,,0.0
2025-01-06,P011,S006,South,179,3282.53,1,Bundle,12.8
2025-01-06,P011,S007,East,96,2018.88,0,,0.0
2025-01-06,P011,S008,West,93,1955.79,0,,0.0
2025-01-06,P011,S009,North,108,2271.24,0,,0.0
2025-01-06,P011,S010,South,104,2187.12,0,,0.0
2025-01-06,P011,S011,East,82,1724.46,0,,0.0
2025-01-06,P011,S012,West,105,2208.15,0,,0.0
2025-01-06,P011,S013,North,112,2355.36,0,,0.0
2025-01-06,P011,S014,South,91,1913.73,0,,0.0
2025-01-06,P011,S015,East,84,1766.52,0,,0.0
2025-01-06,P011,S016,West,109,2292.27,0,,0.0
2025-01-06,P011,S017,North,95,1997.85,0,,0.0
2025-01-06,P011,S018,South,83,1745.49,0,,0.0
2025-01-06,P011,S019,East,96,2018.88,0,,0.0
2025-01-06,P011,S020,West,120,2523.6,0,,0.0
2025-01-06,P011,S021,North,80,1682.4,0,,0.0
2025-01-06,P011,S022,South,119,2502.57,0,,0.0
2025-01-06,P011,S023,East,144,2419.63,1,Price Cut,20.1
2025-01-06,P011,S024,West,174,1990.62,1,BOGO,45.6
2025-01-06,P011,S025,North,113,2376.39,0,,0.0
2025-01-06,P011,S026,South,89,1871.67,0,,0.0
2025-01-06,P011,S027,East,85,1787.55,0,,0.0
2025-01-06,P011,S028,West,93,1955.79,0,,0.0
2025-01-06,P011,S029,North,119,2502.57,0,,0.0
2025-01-06,P011,S030,South,118,2481.54,0,,0.0
2025-01-06,P012,S001,North,90,6308.1,0,,0.0
2025-01-06,P012,S002,South,100,7009.0,0,,0.0
2025-01-06,P012,S003,East,223,7486.8,1,BOGO,52.1
2025-01-06,P012,S004,West,107,7499.63,0,,0.0
2025-01-06,P012,S005,North,97,6798.73,0,,0.0
2025-01-06,P012,S006,South,88,6167.92,0,,0.0
2025-01-06,P012,S007,East,93,6518.37,0,,0.0
2025-01-06,P012,S008,West,102,7149.18,0,,0.0
2025-01-06,P012,S009,North,113,7920.17,0,,0.0
2025-01-06,P012,S010,South,84,5887.56,0,,0.0
2025-01-06,P012,S011,East,119,8340.71,0,,0.0
2025-01-06,P012,S012,West,111,7779.99,0,,0.0
2025-01-06,P012,S013,North,104,7289.36,0,,0.0
2025-01-06,P012,S014,South,90,6308.1,0,,0.0
2025-01-06,P012,S015,East,102,7149.18,0,,0.0
2025-01-06,P012,S016,West,80,5607.2,0,,0.0
2025-01-06,P012,S017,North,100,7009.0,0,,0.0
2025-01-06,P012,S018,South,88,6167.92,0,,0.0
2025-01-06,P012,S019,East,143,9692.12,1,Display Feature,3.3
2025-01-06,P012,S020,West,94,6588.46,0,,0.0
2025-01-06,P012,S021,North,122,8550.98,0,,0.0
2025-01-06,P012,S022,South,122,8550.98,0,,0.0
2025-01-06,P012,S023,East,89,6238.01,0,,0.0
2025-01-06,P012,S024,West,90,6308.1,0,,0.0
2025-01-06,P012,S025,North,111,7779.99,0,,0.0
2025-01-06,P012,S026,South,109,7639.81,0,,0.0
2025-01-06,P012,S027,East,95,6658.55,0,,0.0
2025-01-06,P012,S028,West,107,7499.63,0,,0.0
2025-01-06,P012,S029,North,103,7219.27,0,,0.0
2025-01-06,P012,S030,South,100,7009.0,0,,0.0
2025-01-06,P013,S001,North,94,14379.18,0,,0.0
2025-01-06,P013,S002,South,93,14226.21,0,,0.0
2025-01-06,P013,S003,East,101,15449.97,0,,0.0
2025-01-06,P013,S004,West,89,13614.33,0,,0.0
2025-01-06,P013,S005,North,97,14838.09,0,,0.0
2025-01-06,P013,S006,South,104,15908.88,0,,0.0
2025-01-06,P013,S007,East,96,14685.12,0,,0.0
2025-01-06,P013,S008,West,95,14532.15,0,,0.0
2025-01-06,P013,S009,North,115,17591.55,0,,0.0
2025-01-06,P013,S010,South,94,14379.18,0,,0.0
2025-01-06,P013,S011,East,128,16545.24,1,Price Cut,15.5
2025-01-06,P013,S012,West,83,12696.51,0,,0.0
2025-01-06,P013,S013,North,109,16673.73,0,,0.0
2025-01-06,P013,S014,South,101,15449.97,0,,0.0
2025-01-06,P013,S015,East,93,14226.21,0,,0.0
2025-01-06,P013,S016,West,94,14379.18,0,,0.0
2025-01-06,P013,S017,North,104,15908.88,0,,0.0
2025-01-06,P013,S018,South,127,19427.19,0,,0.0
2025-01-06,P013,S019,East,111,16979.67,0,,0.0
2025-01-06,P013,S020,West,82,12543.54,0,,0.0
2025-01-06,P013,S021,North,79,12084.63,0,,0.0
2025-01-06,P013,S022,South,81,12390.57,0,,0.0
2025-01-06,P013,S023,East,145,18609.57,1,Bundle,16.1
2025-01-06,P013,S024,West,78,11931.66,0,,0.0
2025-01-06,P013,S025,North,91,13920.27,0,,0.0
2025-01-06,P013,S026,South,95,14532.15,0,,0.0
2025-01-06,P013,S027,East,100,15297.0,0,,0.0
2025-01-06,P013,S028,West,96,14685.12,0,,0.0
2025-01-06,P013,S029,North,157,12896.75,1,BOGO,46.3
2025-01-06,P013,S030,South,84,12849.48,0,,0.0
2025-01-06,P014,S001,North,168,12475.44,1,Price Cut,15.5
2025-01-06,P014,S002,South,97,8524.36,0,,0.0
2025-01-06,P014,S003,East,95,8348.6,0,,0.0
2025-01-06,P014,S004,West,129,11336.52,0,,0.0
2025-01-06,P014,S005,North,140,9534.98,1,Price Cut,22.5
2025-01-06,P014,S006,South,111,9754.68,0,,0.0
2025-01-06,P014,S007,East,101,8875.88,0,,0.0
2025-01-06,P014,S008,West,118,10369.84,0,,0.0
2025-01-06,P014,S009,North,86,7557.68,0,,0.0
2025-01-06,P014,S010,South,91,7997.08,0,,0.0
2025-01-06,P014,S011,East,112,9842.56,0,,0.0
2025-01-06,P014,S012,West,76,6678.88,0,,0.0
2025-01-06,P014,S013,North,107,9403.16,0,,0.0
2025-01-06,P014,S014,South,97,8524.36,0,,0.0
2025-01-06,P014,S015,East,82,7206.16,0,,0.0
2025-01-06,P014,S016,West,134,11634.61,1,Display Feature,1.2
2025-01-06,P014,S017,North,98,8612.24,0,,0.0
2025-01-06,P014,S018,South,94,8260.72,0,,0.0
2025-01-06,P014,S019,East,135,9562.22,1,Price Cut,19.4
2025-01-06,P014,S020,West,127,11160.76,0,,0.0
2025-01-06,P014,S021,North,129,8967.19,1,Price Cut,20.9
2025-01-06,P014,S022,South,111,9754.68,0,,0.0
2025-01-06,P014,S023,East,91,7997.08,0,,0.0
2025-01-06,P014,S024,West,103,9051.64,0,,0.0
2025-01-06,P014,S025,North,105,9227.4,0,,0.0
2025-01-06,P014,S026,South,108,9491.04,0,,0.0
2025-01-06,P014,S027,East,127,11160.76,0,,0.0
2025-01-06,P014,S028,West,97,8524.36,0,,0.0
2025-01-06,P014,S029,North,117,10281.96,0,,0.0
2025-01-06,P014,S030,South,108,9491.04,0,,0.0
2025-01-06,P015,S001,North,95,13475.75,0,,0.0
2025-01-06,P015,S002,South,88,12482.8,0,,0.0
2025-01-06,P015,S003,East,126,17873.1,0,,0.0
2025-01-06,P015,S004,West,90,12766.5,0,,0.0
2025-01-06,P015,S005,North,101,14326.85,0,,0.0
2025-01-06,P015,S006,South,104,14752.4,0,,0.0
2025-01-06,P015,S007,East,98,13901.3,0,,0.0
2025-01-06,P015,S008,West,114,16170.9,0,,0.0
2025-01-06,P015,S009,North,80,11348.0,0,,0.0
2025-01-06,P015,S010,South,96,13617.6,0,,0.0
2025-01-06,P015,S011,East,87,12340.95,0,,0.0
2025-01-06,P015,S012,West,109,15461.65,0,,0.0
2025-01-06,P015,S013,North,167,20798.9,1,Bundle,12.2
2025-01-06,P015,S014,South,73,10355.05,0,,0.0
2025-01-06,P015,S015,East,99,14043.15,0,,0.0
2025-01-06,P015,S016,West,113,16029.05,0,,0.0
2025-01-06,P015,S017,North,114,16170.9,0,,0.0
2025-01-06,P015,S018,South,97,13759.45,0,,0.0
2025-01-06,P015,S019,East,191,13763.42,1,BOGO,49.2
2025-01-06,P015,S020,West,81,11489.85,0,,0.0
2025-01-06,P015,S021,North,109,15461.65,0,,0.0
2025-01-06,P015,S022,South,112,15887.2,0,,0.0
2025-01-06,P015,S023,East,110,15603.5,0,,0.0
2025-01-06,P015,S024,West,105,14894.25,0,,0.0
2025-01-06,P015,S025,North,100,14185.0,0,,0.0
2025-01-06,P015,S026,South,167,20751.52,1,Bundle,12.4
2025-01-06,P015,S027,East,106,15036.1,0,,0.0
2025-01-06,P015,S028,West,79,11206.15,0,,0.0
2025-01-06,P015,S029,North,107,15177.95,0,,0.0
2025-01-06,P015,S030,South,83,11773.55,0,,0.0
2025-01-06,P016,S001,North,105,10419.15,0,,0.0
2025-01-06,P016,S002,South,90,8930.7,0,,0.0
2025-01-06,P016,S003,East,110,10915.3,0,,0.0
2025-01-06,P016,S004,West,106,10518.38,0,,0.0
2025-01-06,P016,S005,North,80,7938.4,0,,0.0
2025-01-06,P016,S006,South,111,11014.53,0,,0.0
2025-01-06,P016,S007,East,122,12106.06,0,,0.0
2025-01-06,P016,S008,West,103,10220.69,0,,0.0
2025-01-06,P016,S009,North,111,11014.53,0,,0.0
2025-01-06,P016,S010,South,85,8434.55,0,,0.0
2025-01-06,P016,S011,East,102,10121.46,0,,0.0
2025-01-06,P016,S012,West,98,9724.54,0,,0.0
2025-01-06,P016,S013,North,96,9526.08,0,,0.0
2025-01-06,P016,S014,South,107,10617.61,0,,0.0
2025-01-06,P016,S015,East,136,11524.97,1,Bundle,14.6
2025-01-06,P016,S016,West,94,9327.62,0,,0.0
2025-01-06,P016,S017,North,111,11014.53,0,,0.0
2025-01-06,P016,S018,South,102,10121.46,0,,0.0
2025-01-06,P016,S019,East,107,10617.61,0,,0.0
2025-01-06,P016,S020,West,112,10669.21,1,Display Feature,4.0
2025-01-06,P016,S021,North,88,8732.24,0,,0.0
